,open,high,low,close,volume,value,middle
2019-08-22 09:00:00,12293000,12383000,11870000,12210000,9088.123795,1.10233E+11,12126500
2019-08-23 09:00:00,12210000,12523000,12138000,12443000,6873.327385,84725098861,12330500
2019-08-24 09:00:00,12454000,12470000,11985000,12201000,4726.722645,57620101107,12227500
2019-08-25 09:00:00,12201000,12410000,12000000,12218000,4711.943916,57423735678,12205000
2019-08-26 09:00:00,12218000,12680000,12209000,12421000,7128.121672,88655539497,12444500
2019-08-27 09:00:00,12415000,12444000,12088000,12208000,3899.290188,47689175980,12266000
2019-08-28 09:00:00,12208000,12319000,11684000,11787000,6489.416561,77931868159,12001500
2019-08-29 09:00:00,11787000,11788000,11380000,11525000,6298.064397,72684959819,11584000
2019-08-30 09:00:00,11525000,11768000,11384000,11632000,4350.76365,50382918699,11576000
2019-08-31 09:00:00,11643000,11718000,11500000,11612000,2750.6539,31962253333,11609000
2019-09-01 09:00:00,11612000,11860000,11544000,11768000,2564.524098,29924188378,11702000
2019-09-02 09:00:00,11768000,12545000,11726000,12435000,6302.83112,76234083270,12135500
2019-09-03 09:00:00,12435000,12959000,12310000,12703000,9806.453362,1.24031E+11,12634500
2019-09-04 09:00:00,12722000,12900000,12438000,12641000,6669.27584,84250038678,12669000
2019-09-05 09:00:00,12636000,12752000,12533000,12644000,3920.571953,49529989107,12642500
2019-09-06 09:00:00,12644000,13014000,12306000,12341000,8927.340604,1.13421E+11,12660000
2019-09-07 09:00:00,12340000,12588000,12335000,12473000,3300.443188,41093245851,12461500
2019-09-08 09:00:00,12475000,12579000,12271000,12370000,2998.757191,37241378038,12425000
2019-09-09 09:00:00,12370000,12480000,12010000,12278000,5421.692104,66431799125,12245000
2019-09-10 09:00:00,12270000,12330000,11962000,12078000,3132.176322,38089901706,12146000
2019-09-11 09:00:00,12073000,12255000,11858000,12162000,3747.825121,45147419832,12056500
2019-09-12 09:00:00,12163000,12466000,12038000,12427000,3436.842123,42070122634,12252000
2019-09-13 09:00:00,12418000,12444000,12137000,12306000,2443.512921,30017708367,12290500
2019-09-14 09:00:00,12306000,12330000,12147000,12253000,2424.390932,29727338744,12238500
2019-09-15 09:00:00,12258000,12290000,12150000,12169000,2032.314642,24787619670,12220000
2019-09-16 09:00:00,12176000,12251000,11953000,12133000,3908.91952,47334758373,12102000
2019-09-17 09:00:00,12133000,12136000,12001000,12061000,4203.178847,50717638290,12068500
2019-09-18 09:00:00,12060000,12154000,12010000,12050000,3927.079822,47420990226,12082000
2019-09-19 09:00:00,12049000,12250000,11556000,12180000,6904.491687,81918464278,11903000
2019-09-20 09:00:00,12175000,12222000,12002000,12074000,3081.286235,37229747926,12112000
2019-09-21 09:00:00,12074000,12080000,11808000,11891000,2493.565164,29757655305,11944000
2019-09-22 09:00:00,11891000,11980000,11733000,11936000,3173.260964,37670180392,11856500
2019-09-23 09:00:00,11943000,11960000,11490000,11545000,4597.232593,53889241967,11725000
2019-09-24 09:00:00,11545000,11668000,9800000,10194000,12189.27183,1.31312E+11,10734000
2019-09-25 09:00:00,10221000,10587000,9811000,10143000,9974.200456,1.0099E+11,10199000
2019-09-26 09:00:00,10146000,10200000,9375000,9700000,10322.36471,1.01046E+11,9787500
2019-09-27 09:00:00,9700000,9914000,9431000,9833000,5463.7747,52692807794,9672500
2019-09-28 09:00:00,9833000,9972000,9633000,9874000,3868.148176,37895262102,9802500
2019-09-29 09:00:00,9875000,9907000,9543000,9670000,2898.388418,28100774511,9725000
2019-09-30 09:00:00,9672000,9984000,9268000,9945000,8157.176973,78406425958,9626000
2019-10-01 09:00:00,9945000,10234000,9797000,9987000,6643.786754,66732354859,10015500
2019-10-02 09:00:00,9987000,10092000,9812000,10077000,3695.099166,36734263346,9952000
2019-10-03 09:00:00,10089000,10130000,9786000,9937000,3518.317583,34948711658,9958000
2019-10-04 09:00:00,9932000,9942000,9663000,9755000,3338.167736,32654323538,9802500
2019-10-05 09:00:00,9755000,9791000,9570000,9720000,2297.855173,22255428096,9680500
2019-10-06 09:00:00,9720000,9754000,9370000,9443000,3160.756873,30163362303,9562000
2019-10-07 09:00:00,9441000,9893000,9295000,9749000,6586.422619,63216416819,9594000
2019-10-08 09:00:00,9748000,9928000,9661000,9728000,3877.77878,37891242406,9794500
2019-10-09 09:00:00,9729000,10300000,9670000,10182000,5787.818277,58031436649,9985000
2019-10-10 09:00:00,10182000,10305000,10020000,10167000,4579.451236,46481165730,10162500
2019-10-11 09:00:00,10167000,10443000,9803000,9814000,6349.286854,63700438586,10123000
2019-10-12 09:00:00,9813000,9978000,9805000,9867000,1870.881977,18505374391,9891500
2019-10-13 09:00:00,9879000,9997000,9723000,9807000,2289.999447,22649118203,9860000
2019-10-14 09:00:00,9804000,9907000,9735000,9871000,2561.96676,25139803400,9821000
2019-10-15 09:00:00,9870000,9944000,9675000,9719000,2837.930581,27815987750,9809500
2019-10-16 09:00:00,9715000,9733000,9441000,9525000,3148.024484,30204786517,9587000
2019-10-17 09:00:00,9525000,9649000,9460000,9563000,2313.841729,22073646951,9554500
2019-10-18 09:00:00,9563000,9626000,9350000,9434000,2708.552154,25556298239,9488000
2019-10-19 09:00:00,9428000,9560000,9360000,9437000,1841.453891,17404523434,9460000
2019-10-20 09:00:00,9446000,9814000,9373000,9710000,2624.459857,25077308419,9593500
2019-10-21 09:00:00,9698000,9801000,9610000,9663000,2955.217841,28666803819,9705500
2019-10-22 09:00:00,9663000,9774000,9451000,9470000,2690.503067,25948459059,9612500
2019-10-23 09:00:00,9469000,9525000,8689000,8826000,7029.062232,63440499259,9107000
2019-10-24 09:00:00,8826000,8872000,8630000,8743000,3195.993327,27981734689,8751000
2019-10-25 09:00:00,8743000,10128000,8706000,10063000,9376.126021,89080424732,9417000
2019-10-26 09:00:00,10063000,11899000,10015000,10730000,24630.11774,2.69129E+11,10957000
2019-10-27 09:00:00,10727000,11275000,10551000,10975000,13557.94012,1.48701E+11,10913000
2019-10-28 09:00:00,10975000,11377000,10719000,10736000,7680.156928,84515204724,11048000
2019-10-29 09:00:00,10731000,11056000,10630000,10894000,5143.497863,55967079374,10843000
2019-10-30 09:00:00,10903000,10915000,10501000,10682000,4599.596552,49189378638,10708000
2019-10-31 09:00:00,10682000,10990000,10488000,10692000,5113.481984,54875677153,10739000
2019-11-01 09:00:00,10698000,10857000,10604000,10805000,3200.026645,34271914390,10730500
2019-11-02 09:00:00,10805000,10970000,10754000,10851000,2544.982182,27596836698,10862000
2019-11-03 09:00:00,10851000,10943000,10660000,10765000,2156.989022,23265123468,10801500
2019-11-04 09:00:00,10765000,10996000,10645000,10846000,3242.365818,34979608607,10820500
2019-11-05 09:00:00,10846000,10918000,10674000,10752000,3398.668628,36670695777,10796000
2019-11-06 09:00:00,10752000,10842000,10711000,10751000,2355.011254,25350992809,10776500
2019-11-07 09:00:00,10752000,10795000,10546000,10668000,2897.74288,30913317792,10670500
2019-11-08 09:00:00,10668000,10724000,10103000,10212000,4766.431836,49511704409,10413500
2019-11-09 09:00:00,10213000,10319000,10172000,10248000,1786.856942,18321019288,10245500
2019-11-10 09:00:00,10248000,10589000,10160000,10496000,2837.970818,29429356440,10374500
2019-11-11 09:00:00,10496000,10511000,10069000,10168000,3782.321185,38742001326,10290000
2019-11-12 09:00:00,10168000,10320000,10000000,10257000,3027.288532,30792065012,10160000
2019-11-13 09:00:00,10259000,10287000,10143000,10211000,1876.980709,19145546177,10215000
2019-11-14 09:00:00,10212000,10232000,10039000,10075000,2156.615692,21801449664,10135500
2019-11-15 09:00:00,10075000,10212000,9860000,9914000,4147.27479,41477801451,10036000
2019-11-16 09:00:00,9909000,9992000,9880000,9926000,1761.164651,17474462137,9936000
2019-11-17 09:00:00,9934000,10056000,9820000,9924000,1815.964295,18060048971,9938000
2019-11-18 09:00:00,9924000,9934000,9531000,9580000,3352.421197,32792043311,9732500
2019-11-19 09:00:00,9580000,9615000,9361000,9503000,3631.799952,34452111122,9488000
2019-11-20 09:00:00,9509000,9553000,9410000,9486000,2431.563643,23058987144,9481500
2019-11-21 09:00:00,9486000,9525000,8901000,9024000,6010.80669,55308644720,9213000
2019-11-22 09:00:00,9024000,9123000,8202000,8651000,10814.24486,93391117686,8662500
2019-11-23 09:00:00,8661000,8712000,8405000,8670000,3952.262499,33850080659,8558500
2019-11-24 09:00:00,8675000,8693000,8164000,8218000,4506.870523,37940617156,8428500
2019-11-25 09:00:00,8217000,8633000,7683000,8338000,13648.46006,1.11235E+11,8158000
2019-11-26 09:00:00,8338000,8627000,8240000,8410000,5867.688767,49374020763,8433500
2019-11-27 09:00:00,8413000,8900000,8041000,8702000,9265.752231,78036777971,8470500
2019-11-28 09:00:00,8700000,8903000,8615000,8674000,4045.72391,35384894253,8759000
2019-11-29 09:00:00,8672000,9200000,8658000,9037000,4210.8005,37638406443,8929000
2019-11-30 09:00:00,9035000,9106000,8726000,8838000,2495.787933,22305240923,8916000
2019-12-01 09:00:00,8838000,8840000,8480000,8630000,3023.698278,26066009347,8660000
2019-12-02 09:00:00,8630000,8705000,8415000,8585000,1837.439258,15714767986,8560000
2019-12-03 09:00:00,8590000,8700000,8520000,8607000,1641.815953,14144230521,8610000
2019-12-04 09:00:00,8607000,8996000,8432000,8515000,5171.381015,44778200123,8714000
2019-12-05 09:00:00,8515000,8810000,8480000,8685000,3969.792297,34354288790,8645000
2019-12-06 09:00:00,8685000,8852000,8614000,8813000,3039.173138,26463749587,8733000
2019-12-07 09:00:00,8815000,8897000,8776000,8784000,1910.695811,16856577567,8836500
2019-12-08 09:00:00,8784000,8857000,8670000,8807000,2000.921403,17561562888,8763500
2019-12-09 09:00:00,8807000,8891000,8640000,8679000,3125.561911,27444900234,8765500
2019-12-10 09:00:00,8679000,8749000,8480000,8537000,2949.172128,25451639641,8614500
2019-12-11 09:00:00,8539000,8592000,8419000,8490000,1897.014757,16156817416,8505500
2019-12-12 09:00:00,8490000,8566000,8360000,8437000,2457.070479,20772768614,8463000
2019-12-13 09:00:00,8438000,8577000,8430000,8490000,2163.021309,18349093540,8503500
2019-12-14 09:00:00,8490000,8520000,8200000,8277000,2408.920971,20194039088,8360000
2019-12-15 09:00:00,8277000,8440000,8190000,8319000,1911.202342,15864899581,8315000
2019-12-16 09:00:00,8319000,8347000,8017000,8050000,2333.045362,19139495161,8182000
2019-12-17 09:00:00,8058000,8108000,7700000,7742000,4587.863775,36267738375,7904000
2019-12-18 09:00:00,7741000,8668000,7546000,8466000,7394.862478,58866546300,8107000
2019-12-19 09:00:00,8466000,8590000,8210000,8328000,4444.339156,37094382370,8400000
2019-12-20 09:00:00,8329000,8395000,8241000,8338000,2315.680103,19260477837,8318000
2019-12-21 09:00:00,8342000,8342000,8260000,8295000,952.396977,7904936683,8301000
2019-12-22 09:00:00,8295000,8696000,8277000,8689000,2717.845887,23008097682,8486500
2019-12-23 09:00:00,8688000,8890000,8456000,8520000,5451.747358,47475904169,8673000
2019-12-24 09:00:00,8520000,8630000,8354000,8470000,3635.400932,30918612124,8492000
2019-12-25 09:00:00,8460000,8471000,8317000,8370000,1857.227092,15603911383,8394000
2019-12-26 09:00:00,8370000,8595000,8317000,8371000,2740.211279,23015609826,8456000
2019-12-27 09:00:00,8367000,8424000,8195000,8385000,2402.064706,20006753452,8309500
2019-12-28 09:00:00,8385000,8479000,8376000,8432000,1725.512705,14554673139,8427500
2019-12-29 09:00:00,8428000,8639000,8388000,8486000,2486.016105,21095568480,8513500
2019-12-30 09:00:00,8486000,8496000,8331000,8341000,2355.803615,19849732356,8413500
2019-12-31 09:00:00,8343000,8439000,8260000,8312000,1846.540919,15395058519,8349500
2020-01-01 09:00:00,8308000,8387000,8287000,8300000,1030.458147,8582255396,8337000
2020-01-02 09:00:00,8300000,8310000,8026000,8037000,2054.039566,16790797168,8168000
2020-01-03 09:00:00,8038000,8525000,7910000,8474000,5887.008808,49021606426,8217500
2020-01-04 09:00:00,8476000,8520000,8382000,8482000,1987.266881,16789801499,8451000
2020-01-05 09:00:00,8483000,8645000,8436000,8454000,2807.832172,24039161184,8540500
2020-01-06 09:00:00,8451000,8890000,8446000,8866000,5340.140416,46379071124,8668000
2020-01-07 09:00:00,8866000,9444000,8865000,9398000,8896.191947,80878156553,9154500
2020-01-08 09:00:00,9386000,9736000,9030000,9085000,13024.51495,1.23019E+11,9383000
2020-01-09 09:00:00,9084000,9142000,8900000,8941000,5174.238911,46561753849,9021000
2020-01-10 09:00:00,8940000,9250000,8750000,9233000,6980.828974,62925329692,9000000
2020-01-11 09:00:00,9218000,9350000,9047000,9060000,4233.992621,38861047625,9198500
2020-01-12 09:00:00,9066000,9250000,9014000,9213000,2412.748989,22101988619,9132000
2020-01-13 09:00:00,9218000,9227000,9101000,9172000,1991.093104,18249005012,9164000
2020-01-14 09:00:00,9179000,9859000,9162000,9716000,11554.39037,1.10231E+11,9510500
2020-01-15 09:00:00,9716000,9917000,9498000,9735000,8125.752071,79085766458,9707500
2020-01-16 09:00:00,9735000,9855000,9561000,9785000,4081.482654,39665434451,9708000
2020-01-17 09:00:00,9789000,10216000,9719000,9992000,8319.128361,83412175524,9967500
2020-01-18 09:00:00,9997000,10167000,9900000,10085000,3865.421301,38838416042,10033500
2020-01-19 09:00:00,10085000,10484000,9734000,9887000,8567.012187,86262593735,10109000
2020-01-20 09:00:00,9886000,9951000,9775000,9851000,3320.616095,32790031643,9863000
2020-01-21 09:00:00,9856000,10014000,9800000,9958000,2842.755128,28124677204,9907000
2020-01-22 09:00:00,9960000,10091000,9845000,9922000,2972.584592,29600935085,9968000
2020-01-23 09:00:00,9922000,9930000,9623000,9750000,3630.527372,35440547073,9776500
2020-01-24 09:00:00,9750000,9885000,9631000,9813000,2941.434723,28685136536,9758000
2020-01-25 09:00:00,9816000,9816000,9669000,9745000,1443.816602,14030173933,9742500
2020-01-26 09:00:00,9745000,9986000,9700000,9966000,2221.71968,21899391392,9843000
2020-01-27 09:00:00,9966000,10277000,9948000,10132000,4801.261303,48415199218,10112500
2020-01-28 09:00:00,10128000,10601000,10127000,10570000,6620.774169,68462839033,10364000
2020-01-29 09:00:00,10570000,10780000,10500000,10670000,5305.298864,56351664845,10640000
2020-01-30 09:00:00,10670000,10882000,10520000,10779000,5029.070291,53656097226,10701000
2020-01-31 09:00:00,10778000,10841000,10642000,10781000,3618.060001,38857928207,10741500
2020-02-01 09:00:00,10781000,10918000,10770000,10820000,2886.097379,31294876435,10844000
2020-02-02 09:00:00,10820000,10887000,10680000,10765000,3318.261759,35841614441,10783500
2020-02-03 09:00:00,10765000,10975000,10715000,10750000,3683.401864,39872569783,10845000
2020-02-04 09:00:00,10750000,10790000,10504000,10635000,4273.507351,45509665494,10647000
2020-02-05 09:00:00,10636000,11116000,10589000,11054000,5644.68431,61300553914,10852500
2020-02-06 09:00:00,11068000,11410000,10905000,11264000,5742.272383,64300123937,11157500
2020-02-07 09:00:00,11269000,11610000,11256000,11490000,4139.857047,47385485847,11433000
2020-02-08 09:00:00,11490000,11600000,11257000,11568000,4372.509421,49928407922,11428500
2020-02-09 09:00:00,11568000,11863000,11567000,11821000,4936.952917,57924089181,11715000
2020-02-10 09:00:00,11821000,11864000,11392000,11520000,5213.484235,60459892531,11628000
2020-02-11 09:00:00,11520000,11950000,11269000,11819000,6034.791223,69984450456,11609500
2020-02-12 09:00:00,11820000,11956000,11761000,11793000,6619.13819,78341582234,11858500
2020-02-13 09:00:00,11793000,12044000,11580000,11793000,9190.66396,1.0856E+11,11812000
2020-02-14 09:00:00,11793000,11899000,11717000,11845000,4420.813842,52247414484,11808000
2020-02-15 09:00:00,11857000,11889000,11400000,11503000,4844.006183,56761104058,11644500
2020-02-16 09:00:00,11513000,11766000,11320000,11659000,5377.243921,61959756344,11543000
2020-02-17 09:00:00,11659000,11691000,11136000,11438000,5888.971797,67010421516,11413500
2020-02-18 09:00:00,11438000,11900000,11308000,11838000,5450.875884,62996029297,11604000
2020-02-19 09:00:00,11837000,11973000,11350000,11415000,5713.594023,67070310930,11661500
2020-02-20 09:00:00,11419000,11580000,11350000,11520000,6303.71044,72234337183,11465000
2020-02-21 09:00:00,11532000,11620000,11454000,11498000,4249.298634,49077437553,11537000
2020-02-22 09:00:00,11498000,11529000,11395000,11496000,1836.087072,21067376075,11462000
2020-02-23 09:00:00,11495000,11831000,11482000,11753000,3288.459796,38424742192,11656500
2020-02-24 09:00:00,11753000,11840000,11555000,11633000,3115.028558,36343856050,11697500
2020-02-25 09:00:00,11635000,11639000,11280000,11330000,3895.257568,44619424372,11459500
2020-02-26 09:00:00,11330000,11408000,10628000,10741000,7477.712645,82455216389,11018000
2020-02-27 09:00:00,10742000,10888000,10313000,10699000,6437.734259,68530906781,10600500
2020-02-28 09:00:00,10696000,10840000,10306000,10575000,5181.615357,54606619565,10573000
2020-02-29 09:00:00,10575000,10631000,10371000,10374000,2145.363108,22523893823,10501000
2020-03-01 09:00:00,10380000,10559000,10287000,10374000,3275.715191,34073229457,10423000
2020-03-02 09:00:00,10358000,10749000,10326000,10675000,3010.563538,31672027841,10537500
2020-03-03 09:00:00,10675000,10689000,10405000,10502000,2858.438208,30119548760,10547000
2020-03-04 09:00:00,10502000,10588000,10420000,10503000,2250.687599,23622827783,10504000
2020-03-05 09:00:00,10504000,10869000,10494000,10791000,3582.136347,38380097237,10681500
2020-03-06 09:00:00,10791000,10890000,10720000,10840000,2353.860898,25470551278,10805000
2020-03-07 09:00:00,10852000,10980000,10648000,10678000,2335.983662,25243997328,10814000
2020-03-08 09:00:00,10678000,10699000,9820000,9876000,5043.980892,51846074010,10259500
2020-03-09 09:00:00,9883000,10064000,9356000,9726000,7692.575807,74351398658,9710000
2020-03-10 09:00:00,9726000,9849000,9413000,9574000,4439.332333,42778061109,9631000
2020-03-11 09:00:00,9574000,9637000,9163000,9510000,4110.017164,38718191634,9400000
2020-03-12 09:00:00,9507000,9537000,5980000,6363000,29866.0251,2.35086E+11,7758500
2020-03-13 09:00:00,6362000,7470000,5489000,7267000,50282.26301,3.38082E+11,6479500
2020-03-14 09:00:00,7261000,7284000,6600000,6823000,12799.5822,89133217358,6942000
2020-03-15 09:00:00,6823000,7298000,6660000,6909000,10779.97008,74519102976,6979000
2020-03-16 09:00:00,6905000,6914000,6000000,6385000,19383.80785,1.23964E+11,6457000
2020-03-17 09:00:00,6385000,6885000,6280000,6774000,14938.32947,99557225304,6582500
2020-03-18 09:00:00,6774000,6895000,6371000,6745000,13630.45744,90178224521,6633000
2020-03-19 09:00:00,6747000,8111000,6613000,7679000,22522.27503,1.63162E+11,7362000
2020-03-20 09:00:00,7675000,8645000,7384000,7781000,24142.35879,1.93507E+11,8014500
2020-03-21 09:00:00,7788000,8093000,7415000,7740000,11663.73945,90568223997,7754000
2020-03-22 09:00:00,7740000,7970000,7335000,7366000,8795.775039,67529265091,7652500
2020-03-23 09:00:00,7379000,8189000,7219000,8047000,16867.52953,1.30578E+11,7704000
2020-03-24 09:00:00,8047000,8412000,7892000,8367000,15158.03959,1.24422E+11,8152000
2020-03-25 09:00:00,8362000,8538000,8080000,8271000,12629.11801,1.04388E+11,8309000
2020-03-26 09:00:00,8276000,8344000,8091000,8272000,6160.81327,50572458752,8217500
2020-03-27 09:00:00,8281000,8365000,7820000,7880000,6749.553055,55144155849,8092500
2020-03-28 09:00:00,7883000,7885000,7403000,7656000,7702.102337,58835916140,7644000
2020-03-29 09:00:00,7658000,7679000,7215000,7218000,4443.497879,33144434809,7447000
2020-03-30 09:00:00,7218000,8014000,7199000,7798000,9173.560851,70373556934,7606500
2020-03-31 09:00:00,7794000,7989000,7735000,7799000,6667.69226,52283714553,7862000
2020-04-01 09:00:00,7799000,8096000,7529000,8074000,6726.18023,52150557186,7812500
2020-04-02 09:00:00,8065000,8505000,7989000,8174000,12240.95377,1.0009E+11,8247000
2020-04-03 09:00:00,8160000,8434000,8041000,8156000,7822.877032,64473002956,8237500
2020-04-04 09:00:00,8149000,8333000,8100000,8249000,3955.733341,32433052095,8216500
2020-04-05 09:00:00,8248000,8280000,8100000,8198000,2884.409314,23644907829,8190000
2020-04-06 09:00:00,8198000,8800000,8183000,8786000,8571.071114,72706844880,8491500
2020-04-07 09:00:00,8777000,8957000,8544000,8660000,8498.132714,74538410402,8750500
2020-04-08 09:00:00,8652000,8913000,8621000,8821000,5003.681188,43997731887,8767000
2020-04-09 09:00:00,8821000,8853000,8648000,8804000,4206.924188,36987971407,8750500
2020-04-10 09:00:00,8803000,8825000,8241000,8414000,6529.562152,55351728619,8533000
2020-04-11 09:00:00,8413000,8535000,8318000,8463000,2654.495237,22368574097,8426500
2020-04-12 09:00:00,8463000,8752000,8341000,8470000,4191.06002,35752626298,8546500
2020-04-13 09:00:00,8464000,8472000,8162000,8379000,5377.636006,44627031066,8317000
2020-04-14 09:00:00,8379000,8456000,8272000,8378000,3625.160885,30379576002,8364000
2020-04-15 09:00:00,8375000,8415000,8089000,8108000,3098.61249,25649898511,8252000
2020-04-16 09:00:00,8107000,8621000,7929000,8562000,8091.89938,67629188062,8275000
2020-04-17 09:00:00,8557000,8611000,8480000,8519000,3897.449738,33310417690,8545500
2020-04-18 09:00:00,8519000,8752000,8510000,8712000,3336.683529,28862336552,8631000
2020-04-19 09:00:00,8712000,8734000,8546000,8660000,2777.532153,24012550572,8640000
2020-04-20 09:00:00,8660000,8720000,8366000,8387000,4451.043868,38092530426,8543000
2020-04-21 09:00:00,8387000,8498000,8300000,8407000,3426.080475,28791068485,8399000
2020-04-22 09:00:00,8407000,8675000,8384000,8636000,3244.891723,27659407696,8529500
2020-04-23 09:00:00,8640000,9167000,8567000,9057000,7418.273815,65954842381,8867000
2020-04-24 09:00:00,9052000,9231000,8985000,9100000,5226.530881,47706101913,9108000
2020-04-25 09:00:00,9100000,9280000,9060000,9164000,3113.159265,28532180065,9170000
2020-04-26 09:00:00,9155000,9377000,9149000,9376000,3784.446292,34981047553,9263000
2020-04-27 09:00:00,9376000,9495000,9313000,9490000,4609.290722,43330227690,9404000
2020-04-28 09:00:00,9490000,9497000,9339000,9410000,3693.316967,34671169783,9418000
2020-04-29 09:00:00,9410000,10681000,9376000,10530000,11013.08165,1.10444E+11,10028500
2020-04-30 09:00:00,10530000,11435000,10279000,10477000,18049.43051,1.9518E+11,10857000
2020-05-01 09:00:00,10477000,11049000,10458000,10773000,7311.845012,78473555697,10753500
2020-05-02 09:00:00,10773000,10938000,10640000,10882000,4199.29888,45342652581,10789000
2020-05-03 09:00:00,10881000,11125000,10696000,10887000,5450.495956,59616651320,10910500
2020-05-04 09:00:00,10882000,10955000,10451000,10850000,6138.504059,65617970194,10703000
2020-05-05 09:00:00,10837000,11020000,10740000,10972000,5217.540696,56764303650,10880000
2020-05-06 09:00:00,10967000,11445000,10879000,11269000,7257.032423,80958950442,11162000
2020-05-07 09:00:00,11269000,12062000,11128000,11998000,10671.0467,1.23672E+11,11595000
2020-05-08 09:00:00,11988000,12163000,11810000,11881000,7019.789316,84166531533,11986500
2020-05-09 09:00:00,11881000,11950000,11477000,11550000,6605.953077,77216475461,11713500
2020-05-10 09:00:00,11553000,11600000,10220000,10671000,14835.99642,1.58191E+11,10910000
2020-05-11 09:00:00,10672000,11248000,10121000,10448000,13828.24763,1.47447E+11,10684500
2020-05-12 09:00:00,10441000,10866000,10400000,10677000,5819.876953,61999569614,10633000
2020-05-13 09:00:00,10680000,11347000,10660000,11268000,5944.676232,65233296419,11003500
2020-05-14 09:00:00,11265000,11945000,11215000,11776000,10116.56034,1.17383E+11,11580000
2020-05-15 09:00:00,11777000,11839000,11229000,11314000,8174.219288,93931677154,11534000
2020-05-16 09:00:00,11314000,11570000,11175000,11325000,4514.140061,51370088940,11372500
2020-05-17 09:00:00,11322000,11831000,11275000,11619000,5191.711773,60280951873,11553000
2020-05-18 09:00:00,11619000,11899000,11380000,11705000,6557.54614,76636994385,11639500
2020-05-19 09:00:00,11704000,11833000,11430000,11727000,6500.919618,75842909560,11631500
2020-05-20 09:00:00,11727000,11800000,11350000,11532000,5246.788728,60920389156,11575000
2020-05-21 09:00:00,11533000,11609000,10798000,11089000,7323.045949,82011331059,11203500
2020-05-22 09:00:00,11089000,11242000,10900000,11117000,4239.65574,46992384425,11071000
2020-05-23 09:00:00,11117000,11299000,11048000,11140000,2106.463909,23533380574,11173500
2020-05-24 09:00:00,11140000,11249000,10630000,10664000,3564.633242,39202816223,10939500
2020-05-25 09:00:00,10663000,10886000,10507000,10825000,4299.982282,45994606185,10696500
2020-05-26 09:00:00,10821000,10929000,10611000,10729000,3154.589746,34017141091,10770000
2020-05-27 09:00:00,10724000,11187000,10722000,11163000,4433.783301,48719227591,10954500
2020-05-28 09:00:00,11151000,11600000,11104000,11579000,4438.473141,50285107803,11352000
2020-05-29 09:00:00,11579000,11603000,11276000,11398000,2986.579176,34168970856,11439500
2020-05-30 09:00:00,11397000,11603000,11303000,11581000,3047.33667,34962042869,11453000
2020-05-31 09:00:00,11583000,11585000,11363000,11432000,2525.313461,28986252422,11474000
2020-06-01 09:00:00,11432000,12230000,11402000,12112000,6160.915576,72340680826,11816000
2020-06-02 09:00:00,12111000,12173000,11301000,11520000,8745.473285,1.02917E+11,11737000
2020-06-03 09:00:00,11520000,11661000,11401000,11648000,3039.986053,35062388672,11531000
2020-06-04 09:00:00,11659000,11865000,11470000,11784000,4182.022952,48833048011,11667500
2020-06-05 09:00:00,11785000,11855000,11561000,11597000,2593.825824,30417222203,11708000
2020-06-06 09:00:00,11601000,11699000,11512000,11641000,1459.868073,16923944615,11605500
2020-06-07 09:00:00,11641000,11786000,11373000,11687000,2655.73232,30687558396,11579500
2020-06-08 09:00:00,11680000,11719000,11560000,11690000,1728.382889,20145057135,11639500
2020-06-09 09:00:00,11690000,11777000,11550000,11688000,2610.124787,30362395604,11663500
2020-06-10 09:00:00,11688000,11847000,11590000,11737000,2283.585579,26666609379,11718500
2020-06-11 09:00:00,11732000,11799000,11058000,11090000,4545.215074,52048827003,11428500
2020-06-12 09:00:00,11090000,11449000,11062000,11380000,2651.81738,30023306035,11255500
2020-06-13 09:00:00,11374000,11406000,11272000,11388000,1212.950409,13771682146,11339000
2020-06-14 09:00:00,11382000,11395000,11156000,11246000,1408.073502,15908809806,11275500
2020-06-15 09:00:00,11246000,11415000,10770000,11346000,4693.793931,52014354737,11092500
2020-06-16 09:00:00,11339000,11492000,11267000,11453000,3026.568243,34502891644,11379500
2020-06-17 09:00:00,11453000,11517000,11320000,11437000,2739.255456,31238353648,11418500
2020-06-18 09:00:00,11437000,11445000,11224000,11341000,2323.411973,26381811752,11334500
2020-06-19 09:00:00,11341000,11382000,11150000,11286000,2389.517785,26946529629,11266000
2020-06-20 09:00:00,11285000,11351000,11155000,11325000,1263.7329,14231412199,11253000
2020-06-21 09:00:00,11317000,11355000,11225000,11238000,909.5552699,10272158821,11290000
2020-06-22 09:00:00,11235000,11675000,11232000,11593000,2696.344505,30791755248,11453500
2020-06-23 09:00:00,11593000,11649000,11488000,11509000,2329.403946,26891343458,11568500
2020-06-24 09:00:00,11506000,11553000,11110000,11233000,3231.001307,36619784579,11331500
2020-06-25 09:00:00,11232000,11232000,10842000,11147000,2709.109893,29988117922,11037000
2020-06-26 09:00:00,11151000,11185000,10901000,11045000,2087.941295,23059816065,11043000
2020-06-27 09:00:00,11045000,11051000,10791000,10913000,1712.146247,18748578164,10921000
2020-06-28 09:00:00,10913000,11163000,10756000,10970000,2015.602425,21976597778,10959500
2020-06-29 09:00:00,10970000,11033000,10814000,10972000,1945.523093,21264996335,10923500
2020-06-30 09:00:00,10980000,11004000,10882000,10903000,1491.98629,16317539320,10943000
2020-07-01 09:00:00,10903000,11111000,10887000,11051000,1746.779919,19167980240,10999000
