9.297099609375000000e+03,9.347099609375000000e+03,9.279099609375000000e+03,9.303299804687500000e+03,9.806750488281250000e+01,9.132099375000000000e+05,9.313099609375000000e+03
9.309299804687500000e+03,9.332400390625000000e+03,9.275400390625000000e+03,9.297400390625000000e+03,4.655685424804687500e+01,4.329532187500000000e+05,9.303900390625000000e+03
9.295700195312500000e+03,9.316000000000000000e+03,9.290000000000000000e+03,9.313099609375000000e+03,3.797426986694335938e+01,3.533661250000000000e+05,9.303000000000000000e+03
9.315900390625000000e+03,9.359099609375000000e+03,9.285200195312500000e+03,9.353900390625000000e+03,7.727795410156250000e+01,7.213052500000000000e+05,9.322150390625000000e+03
9.353900390625000000e+03,9.400000000000000000e+03,9.308599609375000000e+03,9.312799804687500000e+03,1.513852233886718750e+02,1.418105250000000000e+06,9.354299804687500000e+03
9.312799804687500000e+03,9.314799804687500000e+03,9.280299804687500000e+03,9.292000000000000000e+03,8.558634948730468750e+01,7.957680625000000000e+05,9.297549804687500000e+03
9.292000000000000000e+03,9.307200195312500000e+03,9.254000000000000000e+03,9.274500000000000000e+03,8.304295349121093750e+01,7.701889375000000000e+05,9.280599609375000000e+03
9.276099609375000000e+03,9.297599609375000000e+03,9.205000000000000000e+03,9.253200195312500000e+03,1.645921936035156250e+02,1.522218375000000000e+06,9.251299804687500000e+03
9.253200195312500000e+03,9.292599609375000000e+03,9.201000000000000000e+03,9.260000000000000000e+03,1.135250015258789062e+02,1.048594750000000000e+06,9.246799804687500000e+03
9.260000000000000000e+03,9.300000000000000000e+03,9.250000000000000000e+03,9.272700195312500000e+03,9.350657653808593750e+01,8.673586250000000000e+05,9.275000000000000000e+03
9.277000000000000000e+03,9.277000000000000000e+03,9.231000000000000000e+03,9.245599609375000000e+03,6.219219207763671875e+01,5.754334375000000000e+05,9.254000000000000000e+03
9.239200195312500000e+03,9.249000000000000000e+03,9.216400390625000000e+03,9.225500000000000000e+03,8.161976623535156250e+01,7.533196875000000000e+05,9.232700195312500000e+03
9.225500000000000000e+03,9.255200195312500000e+03,9.201000000000000000e+03,9.249000000000000000e+03,8.066041564941406250e+01,7.437765625000000000e+05,9.228099609375000000e+03
9.249000000000000000e+03,9.252000000000000000e+03,9.214500000000000000e+03,9.228000000000000000e+03,7.460060119628906250e+01,6.887747500000000000e+05,9.233250000000000000e+03
9.228000000000000000e+03,9.256200195312500000e+03,9.217500000000000000e+03,9.233099609375000000e+03,6.594724273681640625e+01,6.088520625000000000e+05,9.236849609375000000e+03
9.233900390625000000e+03,9.256400390625000000e+03,9.225299804687500000e+03,9.247799804687500000e+03,6.073679733276367188e+01,5.613715000000000000e+05,9.240849609375000000e+03
9.249799804687500000e+03,9.277000000000000000e+03,9.238400390625000000e+03,9.251000000000000000e+03,7.306810760498046875e+01,6.764724375000000000e+05,9.257700195312500000e+03
9.251000000000000000e+03,9.275700195312500000e+03,9.210000000000000000e+03,9.216299804687500000e+03,8.716653442382812500e+01,8.047687500000000000e+05,9.242849609375000000e+03
9.216099609375000000e+03,9.239599609375000000e+03,9.211599609375000000e+03,9.230000000000000000e+03,4.450507354736328125e+01,4.104901250000000000e+05,9.225599609375000000e+03
